0.01	-0.000153	0.000122	0.000804	-5.1e-05	-0.000417	0.000132	-0.000214	0.000844	0.000244	0.000142	8.1e-05	0.000163	8.1e-05	0.000122	6.1e-05	-0.000336	-0.000315	-0.001078	-5.1e-05	-0.000112	0.000122	0.000671	-3.1e-05	-0.000203	-0.000326	0.000153	-0.000153	-0.000102	-0.000193	7.1e-05	-5.1e-05	-0.000336	-0.000132	-0.000224	0.000142	-0.000112	-0.000234	-1e-05	6.1e-05	0.000275	-0.000203	-0.000112	-0.000183	-0.000458	-1e-05	0.000376	-0.000112	-0.000244
0.02	-0.000305	-0.000488	-0.000651	-0.000295	-8.1e-05	0.000285	4.1e-05	-0.000275	-7.1e-05	-0.000376	-0.000254	-0.000417	-0.000366	-0.000692	-0.000448	0.000234	-0.000173	-0.000712	0.000519	0.000509	2e-05	0.000173	0.000315	-5.1e-05	0.000305	0.000366	-0.000326	-4.1e-05	-0.000214	-8.1e-05	0.000366	-0.000743	-1e-05	6.1e-05	0.000102	5.1e-05	0.000142	-0.000142	0.000397	-0.000498	-0.000305	-0.000417	0.000244	0.000203	-0.000163	0.000163	1e-05	0.000376
0.03	0.000315	-6.1e-05	-5.1e-05	-0.000183	0.000539	0.000661	-0.000529	-0.000254	-0.000122	-0.000173	0.00061	-0.000142	0.000122	-0.001119	0.000427	-0.0006	-0.000264	-0.000509	0.000285	-0.000183	-0.000407	-0.000376	-0.000448	0.000173	-6.1e-05	-0.000427	0.000315	-5.1e-05	-1e-05	0.000366	-0.000397	0.000183	-0.000926	0.000264	0.000397	0.000732	0.000193	-0.000112	6.1e-05	0.000153	-0.000132	2e-05	0.000203	-0.000153	-0.000895	-0.000671	-0.000193	-0.000539
0.04	0.000203	0.000621	7.1e-05	-0.000193	7.1e-05	-0.000224	0.000346	-0.000254	0.000122	0.000387	-0.000132	0.000519	-0.000132	0.000285	0.000244	-0.000203	0.000102	-0.000203	0.000234	0.000682	-0.000956	-0.00057	-0.000539	-0.000153	-0.000427	-0.000214	0.000254	-0.000478	0.000224	0.000163	0.000295	-0.000743	-2e-05	-0.000203	0.000407	0.000519	-0.000559	-0.000112	-0.000122	-0.000631	-0.000224	5.1e-05	0.000549	-1e-05	-0.000356	-0.000356	4.1e-05	-0.000275
0.05	-0.000193	-0.000865	-0.000132	-9.2e-05	0.000112	0.00058	-8.1e-05	-0.000519	1e-05	8.1e-05	-0.000824	0.000203	-0.000132	-0.000112	0.000529	-4.1e-05	-0.000193	0.000285	0.000824	-0.000244	0.000285	0.000793	0.000488	5.1e-05	0.000437	-0	0.000193	-0.000203	0.000275	-0.000122	0.000387	-0.000478	-2e-05	-0.000336	-7.1e-05	0.000264	1e-05	-0.000336	0.000153	-0.000112	3.1e-05	-0.00057	-0.000122	-8.1e-05	-0.000254	0.000824	0.000326	-3.1e-05
0.06	1e-05	-0.000264	-0.000275	-0.000478	-5.1e-05	-0.000529	-0.000529	-0.000295	0.000224	0.000987	-0.000346	-0.000488	-0.000478	-0.000102	0.000407	0.000173	0.000163	-0.000376	0.000437	0.000163	0.000305	0.000651	8.1e-05	-5.1e-05	0.000315	0.000214	0.000407	0.000264	6.1e-05	8.1e-05	-0.000142	-0.000214	0.000315	-0.000285	-0.000997	0.000498	-0.000112	-8.1e-05	1e-05	0.000234	-0.000153	-0.000132	-0.000315	0.000376	-0.000183	-0.000397	0.000285	-0.000275
0.07	8.1e-05	-0.000193	-0.000203	0	0.000244	-5.1e-05	0.000295	-0.000539	0.000315	-0.000773	-0.000427	0.000326	-0.000448	0.000743	-2e-05	0.000102	-0.000142	-0.000285	0.000315	0.000448	0.000112	0.000366	-9.2e-05	-0.000193	-0.000478	-0.000153	0.000437	-0.000366	-0.000315	0.000183	0.000203	-0.000468	-6.1e-05	-0.000387	-0.000326	0.000387	-0.000132	-0	-0.000326	-0.000112	-0.000254	-0.000163	0	0.000183	-0.000539	0.000234	0.000214	0.000498
0.08	-3.1e-05	-7.1e-05	-0.000478	-0.000427	-0.00061	-0.000417	-0.000285	-4.1e-05	6.1e-05	-0.000997	-0.000376	0.001211	0.000224	6.1e-05	0.000356	-0.000163	0.000336	5.1e-05	0.000102	-0.000122	-0.000102	-0.000132	-0.000264	-0.000142	0	-0.000214	0.00057	5.1e-05	-0.000346	0.000722	-9.2e-05	-0.000356	-0.000193	-0.000498	0.000346	0.000468	-0.000275	-3.1e-05	-0.000244	3.1e-05	-0.000183	0.000214	-0.000651	-0.000549	0.00061	-0.000275	0.000285	-0.000132
0.09	-0.000183	-6.1e-05	0.000193	0.00058	-8.1e-05	-0.000122	0.000275	-8.1e-05	-0.000163	-0.000132	0.000824	0.000488	0.000122	0.000387	-0.000376	0.000702	0.001007	4.1e-05	-2e-05	0.000183	-0.000326	0.000498	0.000529	-0.000397	3.1e-05	-0.000234	-0.000407	0.000264	-0.000387	-2e-05	8.1e-05	-0.000437	-3.1e-05	-3.1e-05	0.000193	5.1e-05	0	0.000885	-0.00061	-0.000102	-0.000509	8.1e-05	-0.000285	-0.000458	1e-05	0.000112	0.000193	-0.000142
0.1	-2e-05	-0.000234	-0.00058	0.000214	-0.000509	7.1e-05	0.000163	-0.000112	-0.000936	0.000478	1e-05	-0.000387	-0.000376	0.000285	-0.000397	-0.000732	-0.000214	-0.000122	5.1e-05	8.1e-05	-0.000173	-0.000366	-0.000122	3.1e-05	-0.001221	0.000102	-0.000244	0.000112	-0.00057	-0.000112	8.1e-05	-3.1e-05	-0.000346	-0.000275	-0.000193	-0.000458	-7.1e-05	-0.000112	0.000122	0.000244	-0.000529	-0.000173	0.000224	-0.00061	0.000305	-0.000183	0.000458	-0.000224
