0.01	-0.00044759	-0.00099691	-0.0012309	-0.0015971	-0.0019837	-0.0016073	-0.0011597	-0.0014852	-0.0011088	-0.0012207	-0.0013733	-0.0012512	-0.0017599	-0.0013428	-0.0014445	-0.0010681	-0.0015767	-0.0015361	-0.00072226	-0.00061036	-0.00046794	-0.00098674	-0.0010783	-0.00069174	-0.00038656	-0.00073243	-0.000295	-0.00025432	-0.00048828	-0.00013224	-7.1208e-05	0.00031535	0.00034587	-0.00024414	0.00030518	-0.00013224	0.00031535	1.0173e-05	-0.00031535	-0.00019328	-0.00064087	-0.00032552	-0.0014445	-0.0003357	-0.00049846	-0.00041708	-0.00019328	-0.00075277	-0.00083415	-0.00048828
0.02	-0.00057984	-0.001353	-0.0011393	-0.0015564	-0.0016378	-0.0019124	-0.0015869	-0.0017293	-0.001414	-0.0012817	-0.0017599	-0.0012716	-0.0012817	-0.0017293	-0.0012309	-0.0015055	-0.0015361	-0.0013326	-0.0012919	-0.00078329	-0.0005188	-0.00094605	-0.00066122	-0.00060018	-0.00037639	-0.00015259	-0.00052897	-0.00042725	-0.00035604	-0.00019328	5.0863e-05	-0.00034587	-0.00035604	-0.00012207	-8.1381e-05	8.1381e-05	0.00010173	-0.00052897	0.00043742	2.0346e-05	-0.00064087	-0.00047811	-0.00084433	-0.00048828	-0.00069174	-0.00035604	-0.00017293	-0.00072225	-0.00041708	-0.00075277
0.03	-0.00098674	-0.0010071	-0.0016886	-0.0015768	-0.0016378	-0.0013936	-0.0011699	-0.0010783	-0.001414	-0.0011698	-0.0018718	-0.0014242	-0.0015869	-0.0013835	-0.00093588	-0.0012512	-0.00097657	-0.00118	-0.00053915	-0.00086467	-0.00080363	-0.00069174	-0.00087484	-0.00073243	-0.0005188	-0.00019328	-0.00027466	-9.1552e-05	-3.0518e-05	-0.000295	-0.00036621	-0.00047811	-0.00025431	-0.00015259	4.0691e-05	6.1035e-05	-5.0863e-05	-4.069e-05	-0.00017293	5.0863e-05	-0.00027466	-0.000295	-0.0010783	-0.00064087	-0.00083415	-0.00050863	-0.00028483	-0.00069174	-0.0002238	-0.00070191
0.04	-0.0012411	-0.00079346	-0.0013123	-0.0015259	-0.0015666	-0.0016887	-0.00118	-0.0013936	-0.001119	-0.0017802	-0.001414	-0.0017192	-0.0015055	-0.0011088	-0.0011495	-0.001353	-0.00080363	-0.0015768	-0.00043742	-0.00073243	-0.00065105	-0.00083415	-0.0012411	-0.00030518	-0.00057984	-0.00024414	-0.00015259	-0.00024414	-0.00014242	7.1208e-05	-0.0004069	-0.00017293	-0.00039673	-0.00020345	-0.00028483	0.00013224	0.00041708	-0.0001119	-0.00075277	3.0518e-05	0.00023397	0.00013224	-0.0012207	-0.00057984	-0.00038656	-0.00038656	-0.00065105	-0.00034587	-0.00047811	-0.00056966
0.05	-0.0011088	-0.00091553	-0.0015869	-0.0013936	-0.0013123	-0.0015666	-0.0010579	-0.00177	-0.0010986	-0.0013428	-0.0014445	-0.001414	-0.0012614	-0.0015768	-0.0013123	-0.0010783	-0.0011393	-0.0011597	-0.0010478	-0.00090536	-0.0007426	-0.00088501	-0.0010986	-0.00056966	-0.00036621	-0.00062053	-0.00042725	-0.0005188	-9.1553e-05	-7.1208e-05	0.00031535	-2.0345e-05	9.1554e-05	-7.1208e-05	-0.00012207	-0.0001119	-3.3333e-10	-0.00024414	0.00020345	0.00016276	-0.00061035	-0.00038656	-0.00032552	-0.00025431	-0.00038656	-0.00067139	-0.00045777	-0.00061035	-0.00042725	-0.00065105
0.06	-0.0012309	-0.0010173	-0.001414	-0.0014852	-0.0016276	-0.0015971	-0.0011902	-0.0015768	-0.0011902	-0.0010579	-0.0013123	-0.0012614	-0.0013428	-0.0013428	-0.0014649	-0.001414	-0.00079346	-0.0010376	-0.00066122	-0.0011698	-0.00065105	-0.00089519	-0.0010274	-0.00047811	-0.0007426	-0.00047811	-0.00035604	-0.00031535	-0.00014242	-0.00027466	0.00025431	-0.00016276	0.00012207	-0.00013224	0.00045777	-0.00016276	-3.3333e-10	-0.00053915	0.00017293	-0.00042725	0.00067139	-0.00052897	0.00015259	-0.00047811	-0.0004069	-0.00062053	-0.00041708	-4.069e-05	-0.00023397	-0.0005188
0.07	-0.00096639	-0.00082398	-0.0013428	-0.0014445	-0.0015259	-0.0013733	-0.0012817	-0.0015869	-0.0013733	-0.0012105	-0.0012817	-0.0013021	-0.0012105	-0.00177	-0.0010478	-0.0011495	-0.00095622	-0.0012919	-0.00095622	-0.0010986	-0.00065105	-0.0010376	-0.00090536	-0.00054932	-0.00094605	5.0863e-05	-0.0004069	-0.00016276	-0.00048828	-2.0345e-05	-4.069e-05	-0.00023397	-0.00019328	-0.00053915	0.00012207	-0.00014242	-1.0173e-05	-0.00017293	-0.00075277	0.00032552	-0.00078329	-0.00036621	-0.0010071	-0.00065105	-0.0006307	-0.00069173	-0.0004069	-0.00059001	-0.00027466	-0.0009664
0.08	-0.0010173	-0.00090536	-0.0010579	-0.0010681	-0.0012004	-0.001414	-0.00076294	-0.0011292	-0.0011292	-0.0013733	-0.0013835	-0.0015768	-0.0011597	-0.0011088	-0.0010173	-0.0010783	-0.0012817	-0.0013936	-0.0010478	-0.0011597	-0.00072225	-0.00076295	-0.00052897	-0.00077312	-0.00052897	-0.00045777	-0.00014242	-0.00029501	-0.0002238	6.1035e-05	-3.0518e-05	0.00025431	0.0001119	-5.0863e-05	0.00028483	-0.00018311	-0.00038656	-0.00014242	-0.00020345	-0.00016276	-0.00035604	-6.1036e-05	-9.1553e-05	-0.00049846	-0.0007426	-0.00044759	-0.00034587	-0.00037639	-0.00045777	-0.00093588
0.09	-0.00059001	-0.0013326	-0.0014242	-0.0012716	-0.0016581	-0.00068156	-0.00098674	-0.0012716	-0.0012004	-0.0010986	-0.0015361	-0.0014648	-0.0013326	-0.0013733	-0.0012614	-0.0015462	-0.0012817	-0.0012919	-0.0010274	-0.0011088	-0.00043742	-0.00052897	-0.00029501	-0.00050863	-0.00046794	-0.00014242	-3.0518e-05	-0.00084432	-0.00038656	-0.00013224	-0.00010173	-0.00020345	-8.1381e-05	-3.0518e-05	-0.00010173	-3.0518e-05	-0.00027466	0.00024414	-8.1381e-05	-0.00036621	-0.00072226	-0.00049846	-0.00080363	-0.00053915	-0.00020345	-0.00010173	-0.00048828	-0.0004069	-0.00026449	-0.0005188
0.1	-0.0011393	-0.0010071	-0.0012309	-0.0013428	-0.0016073	-0.0013631	-0.00089519	-0.0016378	-0.00118	-0.0012004	-0.0018921	-0.0012614	-0.00099691	-0.0013631	-0.00081381	-0.0010986	-0.0013021	-0.00073243	-0.001414	-0.001119	-0.00061035	-0.00060018	-0.0010478	-0.00070191	-0.00050863	0.00021362	-0.00070191	-0.00030518	-0.00064087	0.0001119	5.0863e-05	-3.0518e-05	-0.00024414	-6.6667e-11	0.00027466	-0.00015259	-6.6667e-11	0.00013224	-0.00035604	-0.00035604	-0.00093588	-0.00059001	-0.00016276	-0.00079346	-0.00043742	-0.00084432	-0.00047811	-0.00046794	-0.00027466	-0.00095622
