0.01	-0.00014242	-3.0518e-05	3.0518e-05	-9.1553e-05	8.138e-05	-0.00027466	-0.00012207	-4.069e-05	-6.1036e-05	-0.00028483	-0.00013224	-3.3333e-10	0.0001119	-7.1208e-05	5.0862e-05	-9.1553e-05	-4.069e-05	-0.0001119	0.00047811	4.069e-05	-5.0863e-05	-0.00028483	-1.0172e-05	0.00027466	3.0517e-05	2.0345e-05	9.1553e-05	8.138e-05	-0.00025431	-0.00021362	7.1208e-05	9.1553e-05	-7.1209e-05	0.00018311	0	-1.0173e-05	-0.00023397	9.1553e-05	-0.00019328	0.00014242	0.00012207	0.00019328	-0.00015259	-0.00025432	4.069e-05	-0.00039673	-0.00017293	0.00037639	1.0172e-05	-0.00052897
0.02	-0.00020345	-9.1553e-05	0.00012207	5.0863e-05	-0.00012207	0.00019328	2.0345e-05	-0.00015259	-5.0863e-05	2.0345e-05	-8.1381e-05	-0.00025431	-0.0001119	-2e-10	5.0863e-05	0.00024414	0.00010173	0.0001119	5.0863e-05	-0.00032552	1.0172e-05	-6.1035e-05	0.00021362	-0.00028483	-4.0691e-05	0.00015259	0.00013224	2.0345e-05	-0.00016276	-5.0863e-05	-0.00010173	8.1381e-05	0.00018311	-0.00031535	-0.00015259	-6.1035e-05	0.00017293	3.0518e-05	-0.00014242	0.00026449	-8.138e-05	0.00023397	-0.00016276	0.00021362	0.00018311	0.00013224	0.00017293	-0.00015259	-9.1553e-05	-0.0004069
0.03	7.1208e-05	0.00016276	-1.807e-20	-0.00018311	-6.6667e-11	-0.00012207	5.0863e-05	-6.6667e-11	-0.0002238	-8.138e-05	-2.0345e-05	-0.00042725	-0.00036621	-0.00032552	-9.1553e-05	-5.0863e-05	0.00013224	0.00020345	-0.00013224	0.00012207	5.0863e-05	-8.138e-05	7.1208e-05	1.3333e-10	0.00023397	0.00017293	0.0001119	0.00024414	6.1036e-05	8.1381e-05	0.00030518	7.1208e-05	0.00036621	-5.0863e-05	0.00025431	-0.00010173	1.0172e-05	-0.00036621	-0.00017293	9.1553e-05	-0.0001119	5.0863e-05	-9.1553e-05	0.00010173	-6.1036e-05	-0.00026449	-0.00013224	0.00025431	-0.00013224	1.0173e-05
0.04	0.00017293	-0.00021362	0.00019328	0.00021362	-0.00018311	0.00010173	8.138e-05	7.1208e-05	0.00018311	-0.00034587	0.00026449	0.00042725	4.069e-05	0.00014242	6.6667e-11	0.00023397	-2.0345e-05	-0.00021362	6.1035e-05	0.00024414	0.00027466	-3.0518e-05	-7.1208e-05	-0.0001119	-0.00023397	0.00015259	2.0345e-05	-0.00024414	9.1553e-05	0.00010173	-0.00017293	-0.00015259	0.00010173	0.00016276	9.1553e-05	0.00010173	-0.00017293	-0.00016276	-0.00010173	-0.00018311	0.00041708	0.00021362	0.00027466	0.00013224	-8.1381e-05	8.1381e-05	6.1035e-05	-0.0002238	7.1208e-05	-0.00030518
0.05	0.00020345	0.00015259	0.00017293	0.00012207	0.0002238	0.00014242	-0.00030518	-0.00015259	-3.0518e-05	-0.00017293	-0.00010173	0.00021362	-0.00013224	-0.00017293	0.00023397	0.00019328	1.3333e-10	0.00018311	-0.00012207	-0.00010173	4.069e-05	-5.0863e-05	-1.0173e-05	-5.0863e-05	-0.00021362	5.0863e-05	-1.0173e-05	9.1553e-05	-0.00030518	5.0863e-05	-3.0518e-05	-9.035e-21	5.0863e-05	0.00019328	-0.00012207	-5.0863e-05	-6.1035e-05	-0.00024414	4.069e-05	-4.069e-05	7.1208e-05	1.0172e-05	0.00010173	-7.1208e-05	-0.00045777	7.1208e-05	-0.00024414	0.00020345	8.1381e-05	2.0345e-05
0.06	0.0002238	-0.00025431	1.0172e-05	0.00025431	0.00038656	0.00016276	-0.00012207	-0.00013224	4.069e-05	-1.0173e-05	1.0173e-05	0.00010173	-2.0345e-05	9.1553e-05	-0.00016276	-5.0863e-05	-0.00018311	-2.0345e-05	0.00021362	-9.1553e-05	7.1208e-05	0.00013224	-6.1035e-05	-0.00025431	-0.00023397	0.00014242	-0.00024414	0.00018311	-3.0518e-05	0.00014242	0.0001119	-5.0863e-05	-5.0863e-05	1.0173e-05	0.00016276	0.0004069	-4.0691e-05	-0.0002238	-0.00020345	0.00030518	-0.00018311	-6.1036e-05	-0.00038656	0.0005188	-0.0003357	4.0691e-05	0.00020345	2.0346e-05	0.00019328	7.1208e-05
0.07	-8.1381e-05	-0.00023397	-7.1208e-05	0.00020345	0.0002238	0	-0.00024414	0.00013224	0.00014242	-0.000295	-0.00015259	0.00025432	0.00048828	-0.0001119	-0.00037639	0.00023397	-2.0345e-05	-0.00013224	-2.0345e-05	-0.00028483	-3.0518e-05	3.0518e-05	0.0001119	0.00010173	-5.0863e-05	-2.0345e-05	0.0001119	-0.0002238	0.00019328	-0.00010173	0.0001119	9.1553e-05	-9.1553e-05	7.1208e-05	-6.6667e-11	0.0001119	6.1035e-05	0.00018311	2.0345e-05	-6.1036e-05	0.0001119	-1.0173e-05	0.00010173	-0.00027466	0.00012207	0.00020345	-0.00025431	0.00024414	1.0173e-05	0.00017293
0.08	-4.069e-05	0.0001119	0.00018311	2.6667e-10	0.00032552	0.00018311	-0.00050863	-7.1208e-05	-0.00030518	-0.00010173	-0.00021362	-0.0002238	0.00029501	-0.00037639	-0.0001119	-0.00013224	-4.069e-05	0.00014242	0.00014242	-2.0345e-05	-7.1208e-05	0.00010173	6.6667e-11	-6.1036e-05	-0.00013224	-5.0863e-05	-0.0002238	-5.0863e-05	-0.00035604	-0.00016276	-4.069e-05	3.0518e-05	-0.00038656	8.138e-05	-0.00017293	-0.00037639	-0.00020345	0.00012207	-0.00010173	-1.0173e-05	8.1381e-05	1.0172e-05	0.00017293	-2.0345e-05	-0.00017293	-0.00015259	0.00012207	9.1553e-05	7.1208e-05	-6.1035e-05
0.09	-0.00025431	-8.138e-05	-0.00014242	6.6667e-11	-0.00030518	0.00029501	-0.00044759	-0.00026449	8.138e-05	0.00027466	-0.0003357	-0.00014242	-7.1208e-05	-0.0001119	0.00019328	-0.00030518	-7.1208e-05	7.1208e-05	-0.00021362	0.00014242	-7.1208e-05	0.00010173	3.0518e-05	0.00012207	0.00016276	0.00016276	-0.00010173	-0.00012207	-0.0006307	-0.00018311	-0.00023397	-8.1381e-05	-0.000295	6.1035e-05	-2.0345e-05	-0.00014242	-2.0345e-05	5.0863e-05	5.0863e-05	-0.00026449	6.1035e-05	-0.00055949	0.00018311	-7.1208e-05	6.1035e-05	1.0173e-05	0.00027466	0.00010173	-0.00012207	-3.0518e-05
0.1	-0.00012207	6.1036e-05	0.00012207	0.00021362	0.0002238	-1.0173e-05	1.0173e-05	0.000295	-9.1553e-05	0.00016276	-0.00034587	-0.00010173	8.138e-05	0.00020345	0.00015259	3.0518e-05	0.00020345	-0.00023397	0.00046794	2.0345e-05	0.00016276	5.0863e-05	0.00036621	0.00015259	0.00021362	2.0345e-05	-9.1553e-05	0.00020345	7.1208e-05	-0.00019328	2.0346e-05	7.1208e-05	-0.00016276	-0.00031535	0.00037639	-0.00031535	-9.1553e-05	4.069e-05	-7.1208e-05	-0.00031535	-0.0001119	7.1208e-05	0.00010173	9.1553e-05	-0.00037639	-3.0518e-05	1.0172e-05	0.00021362	6.1035e-05	-0.00026449
0.11	0.00010173	-8.1381e-05	2.0345e-05	-7.1208e-05	-0.00013224	0.00016276	6.1035e-05	0.0002238	6.1036e-05	0.00021362	6.1035e-05	-0.00025431	-0.00023397	-0.00020345	0.00019328	1.0173e-05	-2.0345e-05	0.00012207	0.00024414	0.00013224	-0.00030518	0.00018311	0.00013224	0.00016276	-0.00047811	-6.6667e-11	8.1381e-05	0.0001119	-3.0517e-05	0.00034587	-8.1381e-05	-8.1381e-05	-3.0518e-05	6.1035e-05	0.0001119	-0.0001119	3.0518e-05	-6.1035e-05	0.00019328	-0.00026449	-6.1036e-05	0.00017293	0.00030518	-0.00019328	-0.00014242	-0.00023397	0.00036621	-8.1381e-05	0.00024414	4.069e-05
0.12	0.0001119	0.00024414	-0.00026449	-0.00016276	6.1036e-05	0.00021362	0	0.00012207	-0.00012207	-2.0345e-05	-0.00045777	0.00029501	0.00026449	-6.1036e-05	0.00031535	-0.0003357	-2.0344e-05	-0.00017293	0.0002238	3.0518e-05	5.0863e-05	-0.00012207	-2.0345e-05	-2.0345e-05	-0.00015259	-0.00031535	0.00014242	-0.00024414	0.00010173	0.00017293	-0.00018311	-0.00012207	0.00023397	-5.0863e-05	-0.00027466	0.00032552	6.1036e-05	0.00015259	-0.00019328	0.00024414	-0.00017293	3.0518e-05	-0.00031535	-5.0863e-05	0.00016276	-1.0173e-05	-0.00014242	6.1036e-05	-1.0173e-05	-0.00012207
0.13	-0.00023397	0.00021362	-0.00028483	6.1035e-05	-0.00035604	-5.0863e-05	-0.00012207	4.0691e-05	0.00016276	-0.00012207	1.0173e-05	0.00012207	2.0345e-05	-0.00020345	0.00018311	-0.00010173	0.00016276	-3.0518e-05	-0.00021362	-0.0001119	9.1554e-05	0.00014242	-1.0173e-05	0.00034587	-0.00030518	0.00020345	-0.00023397	0.00010173	-5.0863e-05	-0.00031535	-8.1381e-05	0.00014242	0.00017293	-0.00014242	4.069e-05	0.00012207	-3.0518e-05	5.0863e-05	-8.1381e-05	5.0863e-05	-0.00017293	0.00013224	0.0002238	-0.00015259	-0.00041708	0.00016276	-0.00025431	-2.0345e-05	-0.000295	-1.0173e-05
0.14	0.00024414	7.1208e-05	0.00023397	-0.00018311	-7.1208e-05	-0.00014242	0.00013224	-2.0345e-05	0.00041708	7.1208e-05	-0.00020345	-0.0003357	2.0345e-05	3.0518e-05	-4.069e-05	-3.0518e-05	0.00015259	-1.0173e-05	-0.0001119	0.00012207	0.00021362	0.00035604	0.00032552	8.1381e-05	0.00019328	5.0863e-05	-0.00023397	0.0002238	0.00016276	-0.00026449	0.00013224	-8.1381e-05	0.000295	0.00016276	-3.0518e-05	0.0001119	-0.00016276	-4.069e-05	0.00010173	-0.0002238	-3.0518e-05	-0.00027466	0.00044759	-0.0002238	-2.0345e-05	-0.00017293	0.00017293	0.00012207	0	0.00026449
0.15	0.00012207	4.069e-05	0.0001119	-7.1208e-05	-1.0173e-05	9.1553e-05	-3.0518e-05	0.00020345	-0.00041708	0.0001119	0.00035604	-0.00028483	-0.00035604	-6.1035e-05	-8.1381e-05	5.0863e-05	2.0345e-05	-2.0345e-05	0.00015259	0.00013224	-8.1381e-05	0.00035604	0.00044759	-0.00030518	8.1381e-05	-0.00017293	0.00027466	8.138e-05	4.0691e-05	0.0002238	0.00031535	-0.00023397	0.00017293	3.3333e-10	-0.0001119	0.0001119	-7.1208e-05	-1.0172e-05	-5.0863e-05	-0.00016276	8.1381e-05	5.0863e-05	-3.0518e-05	-0.00012207	-8.1381e-05	6.1036e-05	-0.00026449	-0.00017293	0.0001119	0.00016276
